Entry,Progen2_medium_ll,Progen2_base_ll,Progen2_large_ll,Progen2_xlarge_ll,Progen2_BFD90_ll,ESM2_650M_pppl,ESM2_3B_pppl,ESM2_15B_pppl
P9WH85,-0.886387348,-0.78691417,-0.587820798,-0.539734006,-0.687502354,-1.114566772,-0.948220375,-0.721114436
P9WHA5,-0.727489918,-0.660618633,-0.523898453,-0.492035329,-0.626769215,-1.24398268,-1.105794191,-0.910188197
P9WHC1,-1.265562773,-1.266075969,-1.04395467,-0.868243396,-1.114978731,-1.326346434,-1.377733213,-1.304250722
P9WHC7,-0.78503105,-0.700741738,-0.545913428,-0.528742999,-0.740070462,-1.079586187,-0.939680545,-0.88061591
P9WHD5,-0.876627654,-0.890939742,-0.728936911,-0.609444171,-0.754938662,-1.423039765,-1.469979858,-1.398287942
P9WHE1,-1.069344342,-1.019441664,-0.847358137,-0.723931193,-0.990179807,-1.335471812,-1.271124222,-1.265343814
P9WHN3,-0.849051058,-0.858659327,-0.582177311,-0.610757768,-0.717738479,-1.304620536,-1.205980634,-1.093881555
P9WHT7,-0.974414229,-0.925893575,-0.585463822,-0.501589522,-0.742793322,-1.277157464,-1.217544272,-1.13583631
P9WID1,-0.971060485,-0.932276398,-0.80954513,-0.684221059,-0.841120869,-1.333396464,-1.252349628,-1.267551847
P9WN57,-0.809679627,-0.830904663,-0.686742216,-0.647177517,-0.739901602,-1.120550186,-0.993732205,-0.947356949
P9WPW7,-0.921333373,-0.865348309,-0.703621447,-0.473744601,-0.742093772,-1.419275846,-1.279175133,-1.036531567
P9WQ07,-1.695491016,-1.646675885,-1.628422499,-1.432506263,-1.572810113,-1.527908377,-1.436675477,-1.278652535
P9WH25,-0.780463487,-0.771938652,-0.689588726,-0.494489893,-0.645182073,-1.286359607,-1.17546836,-1.046237943
P9WH39,-0.716262102,-0.719963044,-0.506433427,-0.46852836,-0.635017842,-1.342946395,-1.268311289,-1.362572413
P9WH45,-0.840372264,-1.918144226,-0.714981616,-0.606708854,-0.695345283,-2.799278533,-0.754130413,-0.666270414
P9WH55,-0.941954881,-1.577778041,-0.850897461,-0.71308586,-0.84367013,-0.954620286,-0.780462493,-0.759604782
P9WH83,-0.872098893,-0.834825039,-0.677856922,-0.681410074,-0.821530998,-1.067277427,-0.942309129,-0.996042487
P9WH87,-1.104975581,-1.086601794,-0.775306165,-0.784883916,-1.015544057,-1.118277331,-1.140977342,-1.028245999
P9WHA3,-1.392264783,-2.819400907,-1.292930543,-0.929016441,-1.148629844,-1.161580418,-1.036407023,-0.861666534
P9WHA7,-1.179254711,-2.528731942,-1.062161624,-0.798556834,-1.060275078,-1.233049585,-1.057509327,-1.004764729
P9WHD1,-1.069359303,-0.951353759,-0.806502581,-0.745691478,-0.912594914,-1.136871568,-1.013684974,-0.913926414
P9WHD7,-1.016546041,-0.931849748,-0.849166632,-0.805943698,-0.941441923,-1.251222023,-1.083222738,-0.794842676
P9WHD9,-0.627313823,-1.255016983,-0.427273542,-0.428211376,-0.563547075,-0.757648012,-0.756613389,-0.76234055
P9WHE7,-0.811917037,-0.785440415,-0.603844821,-0.542225718,-0.762884468,-1.099022944,-0.903498472,-0.767326458
P9WPV7,-1.4685269,-1.322467864,-0.836271256,-0.699260592,-0.904511541,-1.611268025,-1.227378785,-0.816658149
Q2IBD7,-1.807171285,-1.620516002,-1.672748148,-0.914454222,-1.220332325,-0.920051757,-0.456791837,-0.319926757
Q5R465,-0.418658525,-0.448896825,-0.416960075,-0.182815604,-0.302028254,-1.778260878,-1.564796282,-1.313776501
Q5R4P0,-0.501155674,-0.490167975,-0.462495416,-0.235714518,-0.332999587,-1.169982141,-1.054213265,-1.115316892
Q5R5H2,-0.553069472,-0.503137618,-0.490104988,-0.259204872,-0.413694441,-1.778142928,-1.541594297,-1.432577956
Q5R792,-0.652821749,-0.613465995,-0.983172029,-0.166604176,-0.545968667,-0.606464554,-0.177544535,-0.099966015
Q5RAB4,-0.27014707,-0.263651162,-0.332908019,-0.182713494,-0.228321753,-1.183362545,-1.042196823,-0.932879029
P92692,-0.387623817,-0.388949096,-0.409070089,-0.25761082,-0.363096371,-1.661042466,-1.617791783,-1.611028084
Q5R4E3,-0.676303595,-0.687274724,-0.691229731,-0.382415518,-0.554048002,-1.009308794,-0.864988934,-0.831059972
Q5R546,-0.496993765,-0.443562195,-0.478780657,-0.182094365,-0.321971163,-1.570617725,-1.394035523,-1.387417171
Q5R616,-0.492866114,-0.470542237,-0.475880533,-0.152828507,-0.346084401,-1.333842531,-1.111184636,-0.982978291
Q5R6M5,-0.698952585,-0.649480313,-0.75080958,-0.236130796,-0.455875814,-1.620292762,-1.551288476,-1.444577202
Q5R8K9,-0.410091192,-0.477199167,-0.440729201,-0.098280102,-0.276862681,-0.384351452,-0.095304056,-0.075889498
Q5R8R1,-0.131878436,-0.168200254,-0.14029865,-0.057868101,-0.178443708,-0.103229362,-0.051516957,-0.052493503
Q5R8X4,-0.945098191,-0.856492788,-0.846067399,-0.385427818,-0.593050122,-1.684199685,-1.417630857,-1.237707082
Q5R8Z3,-0.315408155,-0.21889969,-0.367100343,-0.036196006,-0.15910314,-1.562902735,-1.348673436,-1.117631125
Q5R928,-0.70103699,-0.740300119,-0.712582618,-0.322126955,-0.61874637,-0.801713224,-0.772608307,-0.579516683
Q5R943,-0.083928064,-0.081697449,-0.09117917,-0.050732628,-0.086221665,-1.576046508,-1.496446523,-1.335438015
Q5RCC9,-0.223237671,-0.22017093,-0.231441483,-0.181983925,-0.204976559,-1.579203038,-1.286332716,-1.178946484
Q5RCS7,-0.147877805,-0.198441766,-0.190149724,-0.156291172,-0.167380556,-1.787367648,-1.325070715,-1.066769394
P61795,-1.001402706,-2.711796522,-1.023165375,-0.655863494,-0.978478372,-0.489270467,-0.394007793,-0.425803035
P92690,-0.810546398,-0.777628779,-0.817003936,-0.650474072,-0.760730892,-1.304943549,-1.200922196,-1.160052591
P92691,-1.079708278,-1.079372048,-1.075586796,-0.743672848,-0.934071898,-1.249083136,-1.097552041,-0.94065782
P92693,-1.063806117,-1.052549601,-1.066298127,-0.39072521,-0.921850026,-1.20054244,-1.025547113,-1.005073419
P92694,-2.436406732,-2.840555787,-2.634772062,-2.095384121,-2.526950717,-1.719598943,-1.531094218,-1.42154732
P92695,-1.047011375,-0.965818882,-0.982636511,-0.819088101,-0.900591254,-0.905974726,-0.794357032,-0.809076349
P92696,-0.547024429,-0.544461846,-0.552894026,-0.40570116,-0.495120496,-1.227278366,-0.91537739,-0.883205731
P92697,-1.320181072,-2.399542332,-1.33733052,-1.036696017,-1.16821146,-1.1708176,-0.937948252,-0.80722483
P92698,-0.822010726,-0.758312345,-0.801188678,-0.573695421,-0.697846383,-1.198054952,-0.989925532,-0.887223011
P92699,-1.377307236,-1.312711298,-0.968752235,-0.985290319,-1.23727107,-1.576678713,-1.329028389,-1.193107911
P92700,-1.374341905,-1.184789419,-1.420838535,-0.625023484,-1.006667525,-1.249606911,-0.816058213,-0.511414768
P92701,-0.766453505,-0.792375565,-0.776538134,-0.631617725,-0.731479645,-1.848554939,-1.674236042,-1.58379773
Q5NVE0,-0.23666776,-0.193920337,-0.238581911,-0.11139087,-0.151260547,-0.104759297,-0.018052975,-0.015757366
Q5R4F9,-0.870401412,-0.907509834,-1.030600548,-0.300408661,-0.589388505,-0.723506471,-0.274729984,-0.175777334
Q5R4N5,-0.489020109,-2.295479536,-0.463068932,-0.245049231,-0.382386193,-2.29709515,-2.135063725,-2.264824703
Q5R507,-0.361674473,-0.312526867,-0.352085248,-0.127906874,-0.218971364,-0.271121299,-0.116129756,-0.072884417
Q5R637,-0.544365615,-0.489700735,-0.534564048,-0.198134273,-0.373926803,-1.707786081,-1.629186353,-1.562971459
Q5R7N8,-1.274647653,-2.309666514,-1.364583135,-0.701652542,-1.058722854,-0.818518455,-0.297601981,-0.320590473
Q5R7R2,-0.863368094,-0.723656118,-0.836620986,-0.153561205,-0.347346097,-0.899343107,-0.506338809,-0.173184361
Q5R7W1,-1.454829514,-1.559637189,-1.616521955,-0.76087451,-1.358670056,-1.958571088,-1.808586769,-1.782867255
Q5R7Y8,-0.380143046,-0.372564182,-0.41220814,-0.138689712,-0.241812736,-1.59184701,-1.256600768,-0.868218849
Q5R824,-0.850308537,-0.831631273,-0.879860789,-0.494315118,-0.677124828,-0.982038811,-0.725731376,-0.717221276
Q5R8C4,-2.036565363,-1.668052852,-1.477831423,-0.185773265,-0.740540981,-1.025807985,-0.204781832,-0.044812324
Q5R8D1,-0.807321995,-0.78600654,-0.867857248,-0.152647197,-0.582563043,-0.553640575,-0.178927082,-0.114904284
Q5R8G4,-1.068578064,-1.41114223,-1.724991381,-0.322205573,-0.908344865,-0.502934541,-0.143018571,-0.03419584
Q5R8T6,-1.092233121,-1.041594267,-1.090589106,-0.463323042,-0.827599794,-1.642941619,-1.529348973,-1.474798937
Q5R924,-0.523825094,-0.72289443,-0.412526637,-0.256218553,-0.356838539,-1.300919127,-0.436882736,-0.331503437
Q5R925,-1.078778207,-0.513505057,-0.546917766,-0.146420293,-0.348235056,-1.777873263,-1.152398237,-0.955376805
Q5R931,-0.211777627,-0.243848994,-0.272560924,-0.133717194,-0.189831026,-0.065759543,-0.050627697,-0.045089838
Q5R9I9,-0.398785859,-0.306301072,-0.404669523,-0.13212692,-0.161026381,-1.277386985,-0.875259052,-0.493342346
Q5R9J0,-0.63353762,-2.799966574,-0.714759529,-0.356441259,-0.468863398,-2.339101603,-1.95794644,-1.979781306
Q5R9V1,-0.619996607,-0.573711544,-0.670336246,-0.337661296,-0.533121765,-1.482499808,-1.215174585,-1.010579429
Q5RA38,-0.495074719,-0.575380236,-0.564471126,-0.196263328,-0.321665138,-1.216029862,-0.95921036,-0.496178839
Q5RA61,-2.320817471,-2.305701852,-2.19052875,-1.648647666,-2.074053586,-2.329748422,-2.419991178,-2.318575282
Q5RA96,-0.335109532,-0.398624226,-0.421277791,-0.135706924,-0.247963563,-1.418813906,-1.24008093,-1.107743333
Q5RAD2,-0.163155198,-0.17096889,-0.125202209,-0.11653126,-0.135193266,-0.744219801,-0.616856891,-0.426624804
Q5RAH7,-1.272805095,-1.240665376,-1.260476351,-0.585168749,-1.101586223,-1.358070536,-1.249685378,-1.253678205
Q5RAT8,-0.594900906,-0.505924046,-0.54462871,-0.06749266,-0.350947842,-1.28125367,-1.058294554,-0.927293133
Q5RC11,-0.293772057,-0.282218903,-0.433356628,-0.177648447,-0.261830844,-0.385006767,-0.114111894,-0.07406476
Q5RC42,-0.239229791,-0.264276274,-0.223538868,-0.185515292,-0.184665121,-1.689825356,-1.334685512,-0.885239367
Q5RCR3,-0.555325747,-0.570292324,-0.581624627,-0.241900951,-0.422734484,-0.981124104,-0.636223287,-0.221114197
Q5RDI7,-0.246031664,-0.26682514,-0.279441625,-0.121192183,-0.192605346,-2.519601481,-1.589588501,-1.479541843
Q5RE28,-0.807908326,-0.649536848,-0.66056481,-0.148016773,-0.512866586,-1.403930998,-0.526044479,-0.098121903
Q5RE82,-2.013479292,-1.934106112,-2.173057675,-0.523953438,-1.528895199,-1.589984615,-1.46076569,-1.427378173
Q5REY2,-0.337650791,-0.333586961,-0.370022386,-0.238152184,-0.298379153,-0.145934405,-0.116678766,-0.124371957
Q5RF14,-0.812848687,-0.659026414,-0.794126391,-0.318301126,-0.554323763,-0.932133223,-0.448119322,-0.264500067
Q5RFH4,-0.699499547,-1.02755475,-0.723920882,-0.477596775,-0.600380421,-1.270731692,-1.255014873,-1.143906636
Q5RFS2,-1.244230568,-1.06659162,-1.191518366,-0.108422998,-0.41436334,-1.484239909,-1.282202984,-1.111914066
Q5R4P6,-0.355920449,-0.390023708,-0.424780071,-0.125062738,-0.308052182,-0.407693987,-0.306470673,-0.223980477
Q5R4W7,-1.28851831,-1.253946066,-1.394300461,-0.714891732,-0.956579506,-1.330109792,-1.053055734,-0.903539357
Q5R600,-1.049461007,-0.95559147,-0.886143804,-0.430100113,-0.720918685,-1.671560052,-1.366167944,-1.177083849
Q5R648,-0.819671959,-0.611817896,-0.541562915,-0.118824616,-0.405048162,-0.403927482,-0.120552865,-0.055410673
Q5R6P5,-1.201547235,-1.5702461,-1.668163896,-0.264167063,-0.701458067,-1.456361108,-1.183833369,-1.199436374
Q5R7Z6,-1.058151543,-0.955871582,-0.925779343,-0.471222341,-0.748477042,-1.075667788,-0.838843072,-0.654705611
Q5R9D2,-0.371419027,-0.502376571,-0.3339113,-0.306962356,-0.33092165,-2.008690256,-1.838991878,-1.734644912
Q5RA02,-0.846825331,-0.541700706,-1.07933417,-0.095424633,-0.424805403,-0.785792225,-0.188447155,-0.085178166
Q5RD68,-1.768499136,-1.750619709,-1.836777866,-0.737652659,-1.566294312,-1.518978433,-1.028205578,-0.556360738
Q5RD94,-1.028161407,-0.982425094,-1.234547496,-0.356976971,-0.796352327,-2.775314699,-1.377127666,-1.315996512
Q5RE46,-2.352515936,-2.155958414,-2.091083646,-0.360094115,-1.070470423,-1.374282356,-0.583131568,-0.207268673
Q5REU2,-0.302335024,-0.292371899,-0.308475927,-0.197072476,-0.305746585,-0.39710928,-0.223887826,-0.189763274
Q5RFM3,-1.667680085,-1.683281422,-1.826707602,-0.884605527,-1.41360724,-1.047749206,-0.737988883,-0.415042226
P0A1P6,-0.662285894,-0.69933787,-0.679452568,-0.40544112,-0.569137752,-1.231525056,-0.958740116,-0.774700107
P64076,-0.621694654,-0.568240523,-0.569955081,-0.252440296,-0.467600435,-0.982652554,-0.97935095,-0.9345155
Q8ZKI4,-0.541867733,-0.592316598,-0.562628537,-0.305065036,-0.485126644,-0.712890739,-0.51173719,-0.419495034
P0A1P0,-0.467034742,-0.462958097,-0.482591182,-0.263784073,-0.397982597,-1.227691721,-1.21950982,-1.105474145
P0A297,-0.897746593,-0.802409887,-0.766729623,-0.415723756,-0.668255538,-0.654758506,-0.17927958,-0.085971289
P0A7S6,-0.560193509,-0.820339769,-0.49056308,-0.343323618,-0.489689186,-2.061386493,-1.866508196,-1.760798952
P40731,-0.505895108,-0.427830368,-0.458143309,-0.165712506,-0.309386089,-1.017432178,-0.885477578,-0.716759995
P60726,-0.785367012,-0.79764232,-0.77470386,-0.400726661,-0.646052301,-0.936108923,-0.602801211,-0.389196797
P64209,-0.980327755,-0.937468886,-0.991111398,-0.474846542,-0.842200875,-1.24673453,-0.614857337,-0.262116381
P65398,-1.07029593,-1.05850786,-1.083137512,-0.578878641,-0.851524651,-1.026782577,-0.822861999,-0.612674884
P65702,-0.650596738,-0.62312758,-0.560155898,-0.334802032,-0.504409358,-0.740181663,-0.551324327,-0.423766267
P65748,-0.660403073,-0.650929511,-0.682430178,-0.381964579,-0.575252533,-0.773574107,-0.427243866,-0.151933562
P65882,-0.721642196,-0.719670892,-0.676428527,-0.364143118,-0.552454323,-1.346905325,-1.222789442,-1.166768772
Q8ZLT0,-0.833645642,-0.760071069,-0.728760302,-0.459504604,-0.65035063,-1.904796084,-1.145581161,-0.777707312
Q8ZM40,-0.896938711,-0.810691386,-0.830368012,-0.330499724,-0.622178972,-0.779035989,-0.510828872,-0.337083735
Q8ZN60,-0.566269517,-0.548715383,-0.548531443,-0.252658322,-0.44468604,-1.336498994,-1.196715526,-1.085131857
O54296,-0.660863072,-0.756604135,-0.656561464,-0.474223405,-0.636854172,-0.828116715,-0.735287126,-0.661177181
P0A2A3,-0.614343166,-0.663912922,-0.558974385,-0.376825854,-0.481485501,-0.837257622,-0.660941699,-0.45763284
P0A2A7,-1.136595368,-2.874580383,-1.057282448,-0.834960848,-0.975585341,-0.694610259,-0.767299578,-0.576143713
P0A7V6,-0.772577137,-0.781624168,-0.732901871,-0.290622726,-0.563409865,-1.198168361,-1.205161681,-1.174059734
P0AA13,-0.737027586,-0.77889204,-0.687740803,-0.484696597,-0.664638698,-1.018214524,-1.013081395,-0.951946359
P60428,-0.355802834,-0.305440396,-0.342196047,-0.114998657,-0.162349775,-1.103069783,-1.017321551,-0.954879302
P60446,-0.719976664,-0.698171377,-0.626678795,-0.421266213,-0.604198426,-0.804843033,-0.608208238,-0.465356211
P61179,-0.880236268,-1.486455023,-0.936592042,-0.541468173,-0.809635371,-0.928346192,-0.887433642,-0.886575268
P62405,-0.703199208,-0.698764801,-0.748062432,-0.480976477,-0.64221406,-0.997312135,-0.907147004,-0.835499767
P64008,-0.692894191,-0.726478457,-0.704607159,-0.565865844,-0.60977608,-0.716347718,-0.503908182,-0.424153438
P66073,-0.568248644,-0.556751907,-0.538479835,-0.192174897,-0.350697383,-1.282740318,-1.083659741,-1.004436528
P66170,-1.165602148,-2.619155169,-0.943554521,-0.855536163,-1.120218337,-1.063640297,-1.051041087,-1.000511492
P66409,-1.015748978,-2.826945186,-0.978161782,-0.564278156,-0.801324636,-1.036031205,-0.72642383,-0.314765989
P66431,-1.042005599,-1.616311908,-0.956259429,-0.705478966,-0.815163463,-1.045118483,-1.018024139,-0.954777345
P66491,-0.651071876,-1.978866458,-0.722554386,-0.466797695,-0.670708239,-2.668752794,-0.743417475,-0.564525665
P66541,-0.656058282,-0.650412261,-0.603803039,-0.375856608,-0.509850055,-1.140701601,-1.056719145,-0.981798076
P66643,-0.659556508,-0.739745736,-0.641042739,-0.405761212,-0.591048628,-1.221978899,-1.203536426,-1.178455122
P67904,-0.587400258,-1.655094743,-0.453191772,-0.32530801,-0.441778585,-0.941294603,-0.884194271,-0.741559452
Q7CPE3,-0.94615522,-0.949605644,-0.939861894,-0.551531971,-0.771380246,-0.915565006,-0.586176898,-0.451167054
Q7CPL4,-0.741679519,-0.721738487,-0.735599875,-0.396076024,-0.639924735,-1.222928465,-1.167606769,-1.175483118
Q7CPL5,-0.745527327,-1.537406027,-0.722760826,-0.499674425,-0.622168362,-0.956309695,-0.999071839,-0.862248972
Q7CPL6,-0.935028702,-1.963308096,-0.871548772,-0.574195892,-0.785975039,-1.199844106,-1.114044888,-1.065472018
Q8ZLM1,-0.753853917,-1.250913203,-0.721249312,-0.575207323,-0.653345376,-0.952308294,-0.819103982,-0.649715987
Q8ZRA2,-1.085770667,-1.036238611,-1.011795044,-0.490815163,-0.840313405,-1.019933814,-0.888685506,-0.756034769
Q59000,-1.997087121,-1.961788535,-1.967370093,-1.805803955,-1.946767688,-1.527303276,-1.535774093,-1.522456939
Q58502,-2.520953655,-2.579643846,-2.792869687,-2.130767524,-2.683345556,-1.690480166,-1.530974602,-1.416582739
Q58839,-1.803083301,-1.81021446,-1.793838978,-1.512928963,-1.781111538,-1.309885216,-1.26971302,-1.268942604
Q60182,-1.443988204,-1.391767204,-1.456301987,-1.190328956,-1.369959295,-1.288210803,-1.226473545,-1.216836996
P54049,-1.874163568,-1.820567727,-1.857783437,-1.357099891,-1.716867208,-1.160131424,-1.103950247,-1.11143547
P54050,-1.71488452,-1.713930309,-1.830882907,-1.291595161,-1.612310112,-1.138828689,-1.037017813,-1.055595534
P54064,-2.014707088,-2.613305449,-2.01695025,-1.738620639,-1.949729383,-1.339226029,-1.386430021,-1.266491068
Q57981,-1.324565828,-1.307525277,-1.464737952,-0.816708356,-1.1920892,-1.241306451,-0.944494357,-0.923981832
Q58058,-1.481448889,-1.425730169,-1.463763416,-1.152729452,-1.318272352,-1.119206768,-1.122086229,-1.049221982
Q58546,-1.832314968,-1.842797935,-1.942192137,-1.213199317,-1.677433074,-1.401956668,-1.189797011,-1.280714983
Q60173,-1.016009033,-1.01142174,-0.984258205,-0.84202379,-0.948466271,-0.9427382,-0.875974293,-0.855398903
Q60174,-1.177990496,-1.161212683,-1.176818132,-0.848203629,-1.151741683,-1.112737931,-1.049721326,-0.946869758
P54010,-1.914478362,-1.890350997,-1.871991277,-1.566639066,-1.785459578,-1.201239241,-1.15131931,-1.103947411
P54012,-1.229631245,-1.206590354,-1.278273046,-0.870053619,-1.173346996,-1.089967425,-0.969416377,-0.939042476
P54014,-1.737470031,-1.711135268,-1.691770911,-1.298258364,-1.513564289,-1.358094705,-1.253351623,-1.271222803
P54015,-1.633815944,-1.511101902,-1.71304822,-1.164545357,-1.492583036,-1.151862224,-1.060872976,-1.133625001
P54017,-1.415914536,-1.441729128,-1.528786957,-1.155169427,-1.253661215,-1.40300345,-1.202109483,-1.270182993
P54018,-1.540668666,-1.549232066,-1.551224351,-1.202583075,-1.394699395,-2.332047629,-1.360320367,-1.338929105
P54019,-1.670988262,-1.572493494,-1.641674042,-1.258497,-1.621208727,-1.133239157,-1.002489927,-0.875965026
P54021,-1.306654572,-1.235771537,-1.316129208,-1.065348804,-1.26382947,-1.545684337,-1.3642113,-1.361268118
P54023,-1.792895317,-1.748980999,-1.944103956,-1.539310813,-1.748345494,-1.271004927,-1.12098574,-1.03375459
P54024,-1.677484334,-1.449943006,-1.612666011,-1.293007016,-1.429082096,-1.110143283,-0.943242429,-0.922799347
P54026,-2.030992985,-2.701420665,-2.189644694,-1.567404687,-1.90099144,-1.261427978,-1.058409598,-0.874100831
P54027,-2.165474534,-2.861758232,-2.232032061,-1.574422657,-2.088814795,-1.790481681,-1.689815083,-1.637533549
P54029,-1.484793246,-2.650737286,-1.493514299,-1.203793347,-1.373281658,-1.218485785,-1.041030509,-0.929690535
P54033,-1.813111186,-1.704271972,-1.930608213,-1.344433784,-1.628256619,-1.381572641,-1.318217334,-1.309594478
P54034,-1.530456185,-1.504073739,-1.562044919,-1.328161418,-1.44532764,-1.041357207,-1.11658536,-1.13825011
P54035,-1.895590484,-2.615624428,-1.887512207,-1.4749071,-1.634362459,-1.058229865,-1.037716713,-0.996426004
P54037,-1.466268599,-1.355910242,-1.391341329,-1.149548411,-1.33042872,-1.058080503,-0.98478379,-1.033630212
P54039,-1.859891236,-1.738193452,-2.054080963,-1.315688074,-1.6737324,-1.006797932,-0.963559116,-0.951962266
P54040,-1.587641597,-1.594751418,-1.695625782,-1.235974848,-1.529454112,-1.33569103,-1.227103645,-1.186004385
P54044,-1.444550335,-1.474917412,-1.44986552,-1.020765007,-1.275786519,-0.807120317,-0.737423459,-0.491089817
P54046,-1.483728051,-1.365250826,-1.518189192,-0.992709994,-1.322753668,-0.955509231,-0.864799562,-0.812937961
P54047,-1.685370982,-1.648228824,-1.742831945,-1.360019088,-1.532114804,-0.992562104,-1.057959887,-0.964180269
P54056,-2.410291553,-2.821801901,-2.764749169,-1.720460832,-2.167084575,-2.671128846,-2.729103659,-2.670772273
P54059,-2.702875257,-2.630982995,-2.588533998,-1.85480231,-2.386833191,-1.662343836,-1.593823075,-1.588316375
P54060,-1.187329412,-1.13056916,-1.157079339,-0.809414238,-0.990575671,-0.998674645,-0.889487245,-0.95194244
P54061,-2.124122322,-2.747729063,-2.294697523,-1.648155689,-2.090622425,-1.343667424,-1.208728788,-1.127967968
P54062,-1.756989956,-1.732641697,-1.651863217,-1.452002227,-1.578464448,-1.216875728,-1.155565319,-0.993713458
